author,title
http://www.gra.fo/publication/Udo_Kelter,The Queue Protocol: A Deadlock-free Homogeneous Non-Two-Phase Locking Protocol.
http://www.gra.fo/publication/Peter_Buneman,A Type System that Reconsiles Classes and Extents.
http://www.gra.fo/publication/Claus_H__Pedersen,Extending Ordinary Inheritance Schemes to Include Generalization.
http://www.gra.fo/publication/Rafael_Lazimy,Knowledge Representation and Modeling Support in Knowledge-Based Systems.
http://www.gra.fo/publication/Rafael_Lazimy,E
http://www.gra.fo/publication/Ralph_Busse,Federated Schemata in ODMG.
http://www.gra.fo/publication/Upen_S__Chakravarthy,Multiple Query Processing in Deductive Databases using Query Graphs.
http://www.gra.fo/publication/Suad_Alagic,A Family of the ODMG Object Models.
http://www.gra.fo/publication/Setrag_Khoshafian,Parallel Query Processing for Complex Objects.
http://www.gra.fo/publication/Robert_Winter,Design and Implementation of Derived Entities.
http://www.gra.fo/publication/Robert_Winter,Formalised Conceptual Models as a Foundation of Information Systems Development.
http://www.gra.fo/publication/Hans_Schuster,A General Framework for the Execution of Heterogenous Programs in Workflow Management Systems.
http://www.gra.fo/publication/Michael_J__Carey_____,Granularity Hierarchies in Concurrency Control.
http://www.gra.fo/publication/Anna_R__Karlin,Parallel Hashing-An Efficient Implementation of Shared Memory (Preliminary Version)
http://www.gra.fo/publication/C__J__van_Rijsbergen,Towards an Information Logic.
http://www.gra.fo/publication/Elisa_Bertino,Static Analysis of Intensional Databases in U-Datalog.
http://www.gra.fo/publication/Brian_K__Reid,A High-Level Approach to Computer Document Formatting.
http://www.gra.fo/publication/Don_S__Batory,B+ Trees and Indexed Sequential Files: A Performance Comparison.
http://www.gra.fo/publication/Paris_C__Kanellakis,Is Distributed Locking Harder?
http://www.gra.fo/publication/Peter_C__Cheeseman,AutoClass: A Bayesian Classification System.
http://www.gra.fo/publication/Wai_Yee_Peter_Wong,A Heuristic Method for Document Ranking.
http://www.gra.fo/publication/Jian_Tang_____,Enforcing Inter-Task Dependencies in Transactional Workflows.
http://www.gra.fo/publication/Michael_J__Carey_____,A Data Model and Query Language for EXODUS.
http://www.gra.fo/publication/Michael_N__Huhns,Integrating Enterprise Information Models in Carnot.
http://www.gra.fo/publication/Mary_F__Fernandez,Optimizing Regular Path Expressions Using Graph Schemas.
http://www.gra.fo/publication/Mingsen_Guo,An Association Algebra For Processing Object-Oriented Databases.
http://www.gra.fo/publication/Jussi_Myllymaki,Relational Joins for Data on Tertiary Storage.
http://www.gra.fo/publication/Jean_Yves_Gay,A Clustering Technique for Object Oriented Databases.
http://www.gra.fo/publication/Anton_P__Karadimce,Diagnosing Anomalous Rule Behavior in Databases with Integrity Maintenance Production Rules.
http://www.gra.fo/publication/Alan_M__Frisch,A General Framework for Sorted Deduction: Fundamental Results on Hybrid Reasoning.
http://www.gra.fo/publication/Cynthia_Dwork,The Inherent Cost of Nonblocking Commitment.
http://www.gra.fo/publication/Cynthia_Dwork,Patterns of Communication in Consensus Protocols.
http://www.gra.fo/publication/Christian_Breiteneder,Modelling of Audio/Video Data.
http://www.gra.fo/publication/Luc_Vandeurzen,An Expressive Language for Linear Spatial Database Queries.
http://www.gra.fo/publication/Sharon_E__Perl,Studies of Windows NT Performance Using Dynamic Execution Traces.
http://www.gra.fo/publication/Jorng_Tzong_Horng,Expanding the Notion of Operations in an Object-Oriented Database.
http://www.gra.fo/publication/Sally_A__Goldman,ISIS: Interface for a Semantic Information System.
http://www.gra.fo/publication/Leonard_J__Binns,Inference Through Secondary Path Analysis.
http://www.gra.fo/publication/Jacques_Hagelstein,A Semantic Analysis of the Collection Concept.
http://www.gra.fo/publication/Kazutoshi_Sumiya,A Product Specification Database for Visual Prototyping.
http://www.gra.fo/publication/Stéphane_Grumbach,Playing Games with Objects.
http://www.gra.fo/publication/Henry_M__Gladney,A Version Management Method for Distributed Information.
http://www.gra.fo/publication/Rakesh_Agrawal_____,Static Type Checking of Multi-Methods.
http://www.gra.fo/publication/Umeshwar_Dayal,An Extended Relational Algebra with Control over Duplicate Elimination.
http://www.gra.fo/publication/Bett_Koch,Cache Coherency and Storage Management in a Persistent Object System.
http://www.gra.fo/publication/David_W__Embley,Ontology-Based Extraction and Structuring of Information from Data-Rich Unstructured Documents.
http://www.gra.fo/publication/Silvana_Castano,Semantic Dictionary Design for Database Interoperability.
http://www.gra.fo/publication/Gerhard_Brewka,Preferred Subtheories: An Extended Logical Framework for Default Reasoning.
http://www.gra.fo/publication/Gerhard_Brewka,The Logic of Inheritance in Frame Systems.
http://www.gra.fo/publication/Roy_Goldman,Proximity Search in Databases.
http://www.gra.fo/publication/Hongjun_Lu,NeuroRule: A Connectionist Approach to Data Mining.
http://www.gra.fo/publication/Yitzhak_Birk,Cost-Effective Jukebox Storage via Hybrid File-Block Caching.
http://www.gra.fo/publication/Thomas_S__Anantharaman,Compiling Path Expressions into VLSI Circuits.
http://www.gra.fo/publication/Jerzy_Tiuryn,Type Inference Problems: A Survey.
http://www.gra.fo/publication/J__D__Tygar,Cryptographic Postage Indicia.
http://www.gra.fo/publication/Thomas_Bittner,A Qualitative Coordinate Language of Location of Figures within the Ground.
http://www.gra.fo/publication/Regina_Motz,Propagation of Structural Modifications to an Integrated Schema.
http://www.gra.fo/publication/James_A__Hendler,Marker-Passing and Microfeatures.
http://www.gra.fo/publication/Peter_Buneman,The Problem of Multiple Paths in a Database Schema.
http://www.gra.fo/publication/Michael_Kifer,Querying Object-Oriented Databases.
http://www.gra.fo/publication/Peter_Scheuermann,Role-based Query Processing in Multidatabase Systems.
http://www.gra.fo/publication/Takao_Asano,Minimum Partition of Polygonal Regions into Trapezoids
http://www.gra.fo/publication/Michael_L__Brodie,Standardization and the Relational Approach to Databases: An ANSI Task Group Status Report.
http://www.gra.fo/publication/Silvio_Salza,A Distributed Architecture for Integrated Access to Legacy Database Systems.
http://www.gra.fo/publication/Wolfgang_Klas,Object-Oriented Modeling for Hypermedia Systems Using the VODAK Model Language.
http://www.gra.fo/publication/Andreas_Becks,Exploring the Semantic Structure of Technical Document Collections: A Cooperative Systems Approach.
http://www.gra.fo/publication/Thomas_W__Page_Jr_,Genesis: A Distributed Database Operating System.
http://www.gra.fo/publication/Didier_Rémy,Typing Record Concatenation for Free.
http://www.gra.fo/publication/Didier_Rémy,Typechecking Records and Variants in a Natural Extension of ML.
http://www.gra.fo/publication/Atsushi_Ohori,Database Programming in Machiavelli - a Polymorphic Language with Static Type Inference.
http://www.gra.fo/publication/Robert_Paige,Reduction in Strength of High Level Operations.
http://www.gra.fo/publication/Tin_A__Nguyen,PC++: An Object-Oriented Database System for C++ Applications.
http://www.gra.fo/publication/M__R__Brown,The Cedar DBMS: A Preliminary Report.
http://www.gra.fo/publication/Alexander_Borgida,On The Relationship Between Description Logic and Predicate Logic.
http://www.gra.fo/publication/George_S__Lueker,A Data Structure for Orthogonal Range Queries
http://www.gra.fo/publication/Jeonghee_Kim,Visualization of Path Expressions in a Virtual Object-Oriented Database Query Language.
http://www.gra.fo/publication/Beat_Wüthrich,Semantic Improvement of Deductive Databases.
http://www.gra.fo/publication/Richard_Hull_____,ILOG: Declarative Creation and Manipulation of Object Identifiers.
http://www.gra.fo/publication/James_J__Grimm,A Parallelized Search Strategy for Solving a Multicriteria Aircraft Routing Problem.
http://www.gra.fo/publication/Michael_V__Mannino,An Overview of the Object-Oriented Functional Data Language.
http://www.gra.fo/publication/Nina_Edelweiss,An Object-Oriented Temporal Model
http://www.gra.fo/publication/Myoung_Ho_Kim,An Effective Tutoring Technique for fast Condition Evaluation in Active Databases.
http://www.gra.fo/publication/Junping_Sun,Dynamic Maintenance of Multidimensional Range Data Partitioning for Parallel Data Processing.
http://www.gra.fo/publication/Nandit_Soparkar,Run-Time Parallelization of Sequential Database Programs.
http://www.gra.fo/publication/Randal_J__Peters,Axiomatization of Dynamic Schema Evolution in Objectbases.
http://www.gra.fo/publication/Elisa_Bertino,Modeling Multilevel Entities Using Single Level Objects.
http://www.gra.fo/publication/James_R__Goodman,The Wisconsin Multicube: A New Large-Scale Cache-Coherent Multiprocessor.
http://www.gra.fo/publication/Florida_Estrella,The Design of an Engineering Data Warehouse Based on Meta-Object Structures.
http://www.gra.fo/publication/Xiaohua_Hu,Discovery of Decision Rules in Relational Databases: A Rough Set Approach.
http://www.gra.fo/publication/Sau_Dan_Lee,Maintenance of Discovered Association Rules: When to update?
http://www.gra.fo/publication/Pamela_Drew,The Performance and Utility of the Cactis Implementation Algorithms.
http://www.gra.fo/publication/Enrico_Puppo,Towards a Formal Model for Multi-Resolution Spatial Maps.
http://www.gra.fo/publication/Heikki_Mannila,Inductive Databases and Condensed Representations for Data Mining.
http://www.gra.fo/publication/Thomas_R__Gruber,An Ontology for Engineering Mathematics.
http://www.gra.fo/publication/Bruce_R__Schatz,Searching in a Hyperlibrary.
http://www.gra.fo/publication/John_B__Carter,Implementation and Performance of Munin.
http://www.gra.fo/publication/W__Bruce_Croft,A Loosely-Coupled Integration of a Text Retrieval System and an Object-Oriented Database System.
http://www.gra.fo/publication/Dmitry_O__Briukhov,Component-Based Information Systems Development Tool Supporting the SYNTHESIS Design Method.
http://www.gra.fo/publication/Jean_Louis_Lassez,A Constraint Sequent Calculus
http://www.gra.fo/publication/Maria_M__Klawe,On Monotone Formulae with Restricted Depth (Preliminary Version)
http://www.gra.fo/publication/Egon_Verharen,Implementation of a Cooperative Agent Architecture Based on the Language-Action Perspective.
http://www.gra.fo/publication/Jon_Louis_Bentley,Fast Algorithms for Sorting and Searching Strings.
http://www.gra.fo/publication/Michael_Hammer,Knowledge-Based Query Processing.
http://www.gra.fo/publication/Michael_L__Powell,The DEMOS File System.
http://www.gra.fo/publication/ICLP,"""Continuity"
http://www.gra.fo/publication/August_Wilhelm_Scheer,Embedding Data Modelling in a Gerneral Architecture for Integrated Information Systems.
http://www.gra.fo/publication/Flip_Korn,Influence Sets Based on Reverse Nearest Neighbor Queries.
http://www.gra.fo/publication/Yosihisa_Udagawa,An Advanced Database System ADAM - Towards Integrated Management of Engineering Data.
http://www.gra.fo/publication/Bernd_Neumann,Wissensbasierte Planung und Konfigurierung.
http://www.gra.fo/publication/James_B__Rothnie_Jr_,A Survey of Research and Development in Distributed Database Management.
http://www.gra.fo/publication/Danette_Chimenti,Towards on Open Architecture for LDL.
http://www.gra.fo/publication/Richard_W__Watson,IPC Interface and End-to-End Protocols.
http://www.gra.fo/publication/Andrea_S__LaPaugh,The Subgraph Homeomorphism Problem
http://www.gra.fo/publication/Ling_Lin,Querying Continuous Time Sequences.
http://www.gra.fo/publication/Carlo_Zaniolo,The Database Language GEM.
http://www.gra.fo/publication/Carlo_Zaniolo,Design of Relational Views over Network Schemas.
http://www.gra.fo/publication/Alexander_Borgida,Towards the Systematic Development of Description Logic Reasoners: CLASP Reconstructed.
http://www.gra.fo/publication/Carsten_Andreas_Gerlhof,A Multi-Threaded Architecture for Prefetching in Object Bases.
http://www.gra.fo/publication/Karl_Aberer,A Methodology for Building a Data Warehouse in a Scientific Environment.
http://www.gra.fo/publication/Beng_Chin_Ooi,Indexing OODB Instances based on Access Proximity.
http://www.gra.fo/publication/Philip_S__Yu,On Affinity Based Routing in Multi-System Data Sharing.
http://www.gra.fo/publication/William_A__Massey,A Probabilistic Analysis of a Database System.
http://www.gra.fo/publication/George_P__Copeland,A Comparison Of High-Availability Media Recovery Techniques.
http://www.gra.fo/publication/George_P__Copeland,A Decomposition Storage Model.
http://www.gra.fo/publication/Michael_J__Carey_____,An Incremental Join Attachment for Starburst.
http://www.gra.fo/publication/Stephen_Blott,An Open Storage System for Abstract Objects.
http://www.gra.fo/publication/Andrew_U__Frank,Application of DBMS to Land Information Systems
http://www.gra.fo/publication/Pierre_Maret,Process Knowledge Modeling.
http://www.gra.fo/publication/James_Wogulis,Improving Efficiency by Learning Intermediate Concepts.
http://www.gra.fo/publication/Pascal_Koiran,Approximating the Volume of Definable Sets.
http://www.gra.fo/publication/Tae_H__Ahn,Temporal Summary Table Management and Graphic Interface.
http://www.gra.fo/publication/Boris_Kogan,Update Propagation in Bakunin Data Networks.
http://www.gra.fo/publication/Il_Yeol_Song,Schema Conversion Rules Between EER and NIAM Models.
http://www.gra.fo/publication/Chung_Min_Chen,Adaptive Selectivity Estimation Using Query Feedback.
http://www.gra.fo/publication/François_Llirbat,Optimizing Active Database Transactions: A New Perspective.
http://www.gra.fo/publication/Bojan_Stok,Framework for Application Development and its Use in COBISS Applications.
http://www.gra.fo/publication/Gail_M__Shaw,A Query Algebra for Object-Oriented Databases.
http://www.gra.fo/publication/V__Lakshmi_Rebbapragada,Assessment of Data Management Security Technology for Military Requirements.
